Date,Route,Total trips
9/1/2023,14,641
9/1/2023,195,775
9/1/2023,24,459
9/1/2023,85,663
9/1/2023,117,1938
9/1/2023,86,2697
9/1/2023,185,833
9/1/2023,26,918
9/1/2023,49,1421
9/1/2023,79,645
9/1/2023,198,191
9/1/2023,183,970
9/1/2023,143,304
9/1/2023,825,33
9/1/2023,37,44
9/1/2023,110,3560
9/1/2023,15,2638
9/1/2023,194,732
9/1/2023,186,2050
9/1/2023,188,185
9/2/2023,107,1021
9/2/2023,850,207
9/2/2023,809,487
9/2/2023,93,568
9/2/2023,189,870
9/2/2023,117,1600
9/2/2023,49,943
9/2/2023,3,292
9/2/2023,81,880
9/2/2023,25,531
9/2/2023,133,383
9/2/2023,1,419
9/2/2023,115,2341
9/2/2023,823,91
9/2/2023,79,206
9/2/2023,26,585
9/2/2023,178,415
9/2/2023,195,590
9/2/2023,58,443
9/2/2023,60,1418
9/2/2023,74,1213
9/2/2023,181,806
9/2/2023,120,942
9/2/2023,51,2478
9/2/2023,37,371
9/2/2023,165,2082
9/2/2023,832,197
9/2/2023,68,411
9/2/2023,185,490
9/2/2023,84,855
9/2/2023,899,194
9/2/2023,83,2652
9/2/2023,191,722
9/2/2023,856,272
9/2/2023,125,1453
9/2/2023,47,612
9/2/2023,19,535
9/2/2023,119,1144
9/2/2023,111,1508
9/2/2023,800,162
9/2/2023,180,642
9/2/2023,5,2074
9/2/2023,55,1253
9/2/2023,50,469
9/2/2023,150,58
9/2/2023,71,1675
9/2/2023,110,1763
9/2/2023,40,234
9/2/2023,85,384
9/2/2023,198,118
9/2/2023,89,2098
9/2/2023,121,1927
9/2/2023,865,51
9/2/2023,12,909
9/2/2023,153,682
9/2/2023,75,455
9/2/2023,172,836
9/2/2023,87,717
9/2/2023,116,1454
9/2/2023,66,444
9/2/2023,39,3384
9/2/2023,32,552
9/2/2023,4,800
9/2/2023,6,500
9/2/2023,42,540
9/2/2023,95,1558
9/2/2023,183,423
9/2/2023,27,180
9/2/2023,14,352
9/2/2023,94,419
9/2/2023,141,763
9/2/2023,104,330
9/2/2023,140,531
9/2/2023,36,610
9/2/2023,8,393
9/2/2023,186,1094
9/2/2023,86,1633
9/2/2023,196,1812
9/2/2023,194,721
9/2/2023,9,413
9/2/2023,24,267
9/2/2023,126,549
9/2/2023,197,372
9/2/2023,73,1726
9/2/2023,867,473
9/2/2023,813,194
9/2/2023,853,366
9/2/2023,78,1358
9/2/2023,21,2124
9/2/2023,188,47
9/2/2023,2,1208
9/2/2023,102,1944
9/2/2023,816,227
9/2/2023,30,770
9/2/2023,132,271
9/2/2023,15,1437
9/2/2023,114,495
9/2/2023,123,202
9/2/2023,124,717
9/2/2023,82,911
9/2/2023,103,447
9/2/2023,193,873
9/2/2023,155,687
9/2/2023,34,418
9/2/2023,192,0
9/3/2023,165,1183
9/3/2023,2,1166
9/3/2023,79,390
9/3/2023,119,928
9/3/2023,14,188
9/3/2023,21,1591
9/3/2023,899,164
9/3/2023,36,475
9/3/2023,181,812
9/3/2023,4,630
9/3/2023,867,248
9/3/2023,84,713
9/3/2023,813,0
9/3/2023,121,1573
9/3/2023,82,471
9/3/2023,103,389
9/3/2023,197,323
9/3/2023,198,145
9/3/2023,85,329
9/3/2023,853,385
9/3/2023,1,321
9/3/2023,172,1041
9/3/2023,111,1064
9/3/2023,94,380
9/3/2023,183,344
9/3/2023,86,1426
9/3/2023,102,1595
9/3/2023,132,171
9/3/2023,178,420
9/3/2023,116,1391
9/3/2023,180,443
9/3/2023,117,1063
9/3/2023,186,921
9/3/2023,25,392
9/3/2023,195,401
9/3/2023,30,564
9/3/2023,73,1279
9/3/2023,74,883
9/3/2023,66,321
9/3/2023,196,1548
9/3/2023,95,1132
9/3/2023,42,529
9/3/2023,24,215
9/3/2023,185,529
9/3/2023,15,1124
9/3/2023,124,648
9/3/2023,141,552
9/3/2023,12,745
9/3/2023,8,452
9/3/2023,40,274
9/3/2023,75,273
9/3/2023,125,1190
9/3/2023,58,398
9/3/2023,34,253
9/3/2023,856,310
9/3/2023,50,450
9/3/2023,809,420
9/3/2023,192,934
9/3/2023,133,229
9/3/2023,5,1764
9/3/2023,93,635
9/3/2023,87,615
9/3/2023,78,1159
9/3/2023,47,646
9/3/2023,832,223
9/3/2023,123,128
9/3/2023,104,273
9/3/2023,155,530
9/3/2023,107,1143
9/3/2023,81,731
9/3/2023,189,668
9/3/2023,193,1144
9/3/2023,3,288
9/3/2023,37,258
9/3/2023,823,24
9/3/2023,83,1963
9/3/2023,6,390
9/3/2023,39,3220
9/3/2023,27,203
9/3/2023,865,215
9/3/2023,49,830
9/3/2023,115,1947
9/3/2023,188,44
9/3/2023,110,1480
9/3/2023,9,402
9/3/2023,68,474
9/3/2023,71,1398
9/3/2023,162,384
9/3/2023,153,524
9/3/2023,140,404
9/3/2023,26,487
9/3/2023,89,1569
9/3/2023,150,44
9/3/2023,51,1849
9/3/2023,32,461
9/3/2023,120,710
9/3/2023,126,478
9/3/2023,60,1014
9/3/2023,816,224
9/3/2023,850,221
9/3/2023,19,481
9/3/2023,55,666
9/3/2023,194,437
9/3/2023,191,632
9/4/2023,94,375
9/4/2023,1,280
9/4/2023,39,2690
9/4/2023,25,457
9/4/2023,198,120
9/4/2023,123,197
9/4/2023,71,1551
9/4/2023,66,325
9/4/2023,196,1720
9/4/2023,68,481
9/4/2023,34,273
9/4/2023,126,399
9/4/2023,172,1061
9/4/2023,107,733
9/4/2023,27,240
9/4/2023,37,280
9/4/2023,49,667
9/4/2023,14,266
9/4/2023,42,316
9/4/2023,5,1625
9/4/2023,86,1585
9/4/2023,26,530
9/4/2023,201,174
9/4/2023,95,1319
9/4/2023,85,311
9/4/2023,40,253
9/4/2023,89,1778
9/4/2023,102,1686
9/4/2023,194,581
9/4/2023,121,1523
9/4/2023,193,1327
9/4/2023,79,451
9/4/2023,2,1157
9/4/2023,162,466
9/4/2023,119,984
9/4/2023,19,561
9/4/2023,93,699
9/4/2023,850,269
9/4/2023,111,1134
9/4/2023,32,511
9/4/2023,823,28
9/4/2023,124,681
9/4/2023,47,507
9/4/2023,181,1006
9/4/2023,3,130
9/4/2023,141,543
9/4/2023,21,1684
9/4/2023,8,358
9/4/2023,51,1885
9/4/2023,115,2332
9/4/2023,899,99
9/4/2023,832,104
9/4/2023,73,1208
9/4/2023,140,339
9/4/2023,867,234
9/4/2023,74,983
9/4/2023,197,202
9/4/2023,9,242
9/4/2023,117,1124
9/4/2023,853,265
9/4/2023,816,150
9/4/2023,81,718
9/4/2023,185,470
9/4/2023,192,1166
9/4/2023,30,544
9/4/2023,116,1406
9/4/2023,84,696
9/4/2023,153,483
9/4/2023,865,233
9/4/2023,125,1340
9/4/2023,12,998
9/4/2023,114,456
9/4/2023,133,294
9/4/2023,15,1389
9/4/2023,178,473
9/4/2023,813,203
9/4/2023,83,2068
9/4/2023,55,913
9/4/2023,809,347
9/4/2023,150,96
9/4/2023,87,707
9/4/2023,36,380
9/4/2023,856,262
9/4/2023,189,773
9/4/2023,110,1269
9/4/2023,6,553
9/4/2023,58,365
9/4/2023,4,624
9/4/2023,165,1592
9/4/2023,82,679
9/4/2023,103,248
9/4/2023,191,1070
9/4/2023,195,481
9/4/2023,24,208
9/4/2023,78,1684
9/4/2023,104,431
9/4/2023,186,1048
9/4/2023,60,1020
9/4/2023,180,473
9/4/2023,188,51
9/4/2023,120,663
9/4/2023,50,856
9/4/2023,132,182
9/4/2023,155,529
9/4/2023,183,366
9/5/2023,126,591
9/5/2023,121,3078
9/5/2023,51,2288
9/5/2023,78,2589
9/5/2023,850,599
9/5/2023,84,1134
9/5/2023,823,106
9/5/2023,295,17
9/5/2023,19,1669
9/5/2023,2,1699
9/5/2023,120,1244
9/5/2023,104,784
9/5/2023,143,424
9/5/2023,60,1569
9/5/2023,133,508
9/5/2023,162,1077
9/5/2023,79,586
9/5/2023,191,1109
9/5/2023,142,30
9/5/2023,124,1245
9/5/2023,30,1041
9/5/2023,102,2253
9/5/2023,55,1378
9/5/2023,89,2494
9/5/2023,86,2474
9/5/2023,186,1792
9/5/2023,119,1946
9/5/2023,153,694
9/5/2023,81,1103
9/5/2023,27,652
9/5/2023,180,1243
9/5/2023,114,835
9/5/2023,34,467
9/5/2023,93,1417
9/5/2023,195,792
9/5/2023,37,508
9/5/2023,832,228
9/5/2023,194,859
9/5/2023,111,2150
9/5/2023,85,832
9/5/2023,865,414
9/5/2023,110,3242
9/5/2023,32,788
9/5/2023,809,528
9/5/2023,49,1144
9/5/2023,196,2722
9/5/2023,26,719
9/5/2023,4,962
9/5/2023,125,3266
9/5/2023,83,3060
9/5/2023,107,1646
9/5/2023,867,588
9/5/2023,198,228
9/5/2023,116,2452
9/5/2023,95,2674
9/5/2023,8,1605
9/5/2023,155,745
9/5/2023,172,1827
9/5/2023,36,1383
9/5/2023,24,431
9/5/2023,123,473
9/5/2023,9,510
9/5/2023,73,3044
9/5/2023,58,718
9/5/2023,816,354
9/5/2023,185,1030
9/5/2023,150,139
9/5/2023,50,1348
9/5/2023,183,792
9/5/2023,25,401
9/5/2023,1,460
9/5/2023,68,687
9/5/2023,189,1336
9/5/2023,813,382
9/5/2023,87,1470
9/5/2023,178,480
9/5/2023,117,1712
9/5/2023,825,104
9/5/2023,103,628
9/5/2023,6,933
9/5/2023,12,1963
9/5/2023,115,3837
9/5/2023,71,2344
9/5/2023,197,504
9/5/2023,21,2936
9/5/2023,140,907
9/5/2023,82,1330
9/5/2023,40,813
9/5/2023,188,440
9/5/2023,148,93
9/5/2023,3,440
9/5/2023,94,1054
9/5/2023,853,426
9/5/2023,75,648
9/5/2023,141,1216
9/5/2023,74,1999
9/5/2023,192,1446
9/5/2023,39,4680
9/5/2023,193,1816
9/5/2023,165,1819
9/5/2023,14,150
9/5/2023,856,559
9/5/2023,47,1191
9/5/2023,5,2949
9/5/2023,66,575
9/5/2023,132,769
9/5/2023,15,2097
9/5/2023,221,267
9/5/2023,899,231
9/5/2023,181,2266
9/5/2023,800,232
9/5/2023,42,857
9/6/2023,132,512
9/6/2023,36,1455
9/6/2023,181,1794
9/6/2023,79,625
9/6/2023,823,76
9/6/2023,121,2821
9/6/2023,103,567
9/6/2023,172,1584
9/6/2023,66,696
9/6/2023,155,696
9/6/2023,94,1411
9/6/2023,2,1808
9/6/2023,195,811
9/6/2023,14,636
9/6/2023,39,5182
9/6/2023,40,604
9/6/2023,34,586
9/6/2023,95,3056
9/6/2023,15,2130
9/6/2023,185,895
9/6/2023,73,2685
9/6/2023,221,281
9/6/2023,83,2853
9/6/2023,853,539
9/6/2023,4,813
9/6/2023,800,304
9/6/2023,37,456
9/6/2023,85,679
9/6/2023,850,537
9/6/2023,78,2658
9/6/2023,116,2355
9/6/2023,140,1187
9/6/2023,143,216
9/6/2023,117,2008
9/6/2023,3,168
9/6/2023,12,1846
9/6/2023,115,3804
9/6/2023,111,2189
9/6/2023,24,330
9/6/2023,198,139
9/6/2023,186,1814
9/6/2023,26,994
9/6/2023,6,1072
9/6/2023,867,390
9/6/2023,120,1307
9/6/2023,55,1474
9/6/2023,813,420
9/6/2023,89,2931
9/6/2023,93,1229
9/6/2023,68,909
9/6/2023,50,1555
9/6/2023,21,2921
9/6/2023,832,220
9/6/2023,58,611
9/6/2023,142,72
9/6/2023,188,379
9/6/2023,8,584
9/6/2023,19,1095
9/6/2023,84,1342
9/6/2023,162,932
9/6/2023,1,516
9/6/2023,75,796
9/6/2023,189,1145
9/6/2023,107,1460
9/6/2023,153,782
9/6/2023,32,887
9/6/2023,71,2320
9/6/2023,899,164
9/6/2023,295,46
9/6/2023,809,571
9/6/2023,104,769
9/6/2023,150,223
9/6/2023,119,1707
9/6/2023,178,675
9/6/2023,5,2600
9/6/2023,124,1091
9/6/2023,856,181
9/6/2023,110,3021
9/6/2023,102,2176
9/6/2023,191,1172
9/6/2023,30,1245
9/6/2023,51,3004
9/6/2023,47,997
9/6/2023,123,382
9/6/2023,192,1158
9/6/2023,74,1956
9/6/2023,196,2487
9/6/2023,165,2388
9/6/2023,125,3048
9/6/2023,25,542
9/6/2023,816,370
9/6/2023,865,434
9/6/2023,825,96
9/6/2023,60,1582
9/6/2023,133,684
9/6/2023,197,513
9/6/2023,126,477
9/6/2023,183,482
9/6/2023,81,1177
9/6/2023,114,912
9/6/2023,141,1186
9/6/2023,180,1065
9/6/2023,82,1103
9/6/2023,27,848
9/6/2023,86,2965
9/6/2023,49,1322
9/6/2023,87,1106
9/6/2023,42,720
9/6/2023,9,347
9/6/2023,194,903
9/6/2023,193,1442
9/7/2023,116,2025
9/7/2023,103,714
9/7/2023,180,1052
9/7/2023,189,1335
9/7/2023,30,1283
9/7/2023,115,2984
9/7/2023,183,776
9/7/2023,47,783
9/7/2023,94,1325
9/7/2023,114,859
9/7/2023,1,440
9/7/2023,25,556
9/7/2023,121,2720
9/7/2023,809,596
9/7/2023,188,369
9/7/2023,178,818
9/7/2023,78,2306
9/7/2023,221,278
9/7/2023,86,2393
9/7/2023,37,170
9/7/2023,40,720
9/7/2023,21,2837
9/7/2023,107,1457
9/7/2023,192,1576
9/7/2023,191,1137
9/7/2023,14,622
9/7/2023,132,659
9/7/2023,133,716
9/7/2023,823,87
9/7/2023,12,1505
9/7/2023,15,2306
9/7/2023,119,1677
9/7/2023,79,487
9/7/2023,9,477
9/7/2023,8,1435
9/7/2023,899,251
9/7/2023,74,1622
9/7/2023,85,587
9/7/2023,73,2815
9/7/2023,32,851
9/7/2023,141,945
9/7/2023,75,855
9/7/2023,2,1679
9/7/2023,162,913
9/7/2023,93,1200
9/7/2023,295,26
9/7/2023,120,1543
9/7/2023,3,1007
9/7/2023,84,1346
9/7/2023,24,398
9/7/2023,117,1786
9/7/2023,195,854
9/7/2023,82,1302
9/7/2023,49,1252
9/7/2023,111,2112
9/7/2023,51,2873
9/7/2023,50,2110
9/7/2023,68,666
9/7/2023,143,427
9/7/2023,185,1059
9/7/2023,66,626
9/7/2023,83,3400
9/7/2023,181,2142
9/7/2023,36,1338
9/7/2023,102,2251
9/7/2023,81,1176
9/7/2023,60,1884
9/7/2023,104,690
9/7/2023,87,1388
9/7/2023,89,3183
9/7/2023,196,2493
9/7/2023,850,441
9/7/2023,42,803
9/7/2023,153,939
9/7/2023,58,306
9/7/2023,193,1985
9/7/2023,142,177
9/7/2023,825,96
9/7/2023,6,1145
9/7/2023,813,407
9/7/2023,165,1938
9/7/2023,55,1678
9/7/2023,867,580
9/7/2023,4,860
9/7/2023,95,3196
9/7/2023,800,246
9/7/2023,71,2423
9/7/2023,197,426
9/7/2023,27,740
9/7/2023,39,5111
9/7/2023,832,284
9/7/2023,856,541
9/7/2023,816,337
9/7/2023,194,897
9/7/2023,140,1014
9/7/2023,155,642
9/7/2023,148,24
9/7/2023,110,2715
9/7/2023,172,1559
9/7/2023,865,428
9/7/2023,198,109
9/7/2023,124,1048
9/7/2023,34,488
9/7/2023,126,438
9/7/2023,5,3111
9/7/2023,19,1380
9/7/2023,150,326
9/7/2023,853,460
9/7/2023,186,1826
9/7/2023,26,690
9/7/2023,125,2843
9/7/2023,123,401
9/8/2023,21,2684
9/8/2023,12,1335
9/8/2023,117,1831
9/8/2023,102,2328
9/8/2023,68,674
9/8/2023,148,100
9/8/2023,30,1194
9/8/2023,49,1256
9/8/2023,823,83
9/8/2023,55,1547
9/8/2023,121,2971
9/8/2023,809,588
9/8/2023,133,707
9/8/2023,153,982
9/8/2023,191,982
9/8/2023,155,632
9/8/2023,94,893
9/8/2023,198,127
9/8/2023,104,746
9/8/2023,180,1229
9/8/2023,89,2773
9/8/2023,4,888
9/8/2023,58,323
9/8/2023,42,882
9/8/2023,189,1129
9/8/2023,3,727
9/8/2023,84,1351
9/8/2023,143,224
9/8/2023,95,2455
9/8/2023,8,995
9/8/2023,162,1004
9/8/2023,5,2857
9/8/2023,116,2214
9/8/2023,47,936
9/8/2023,81,1018
9/8/2023,178,680
9/8/2023,150,103
9/8/2023,85,696
9/8/2023,125,2497
9/8/2023,24,395
9/8/2023,867,446
9/8/2023,19,1379
9/8/2023,221,324
9/8/2023,25,676
9/8/2023,73,3007
9/8/2023,74,1668
9/8/2023,87,1377
9/8/2023,107,1648
9/8/2023,26,742
9/8/2023,93,855
9/8/2023,82,1106
9/8/2023,119,1890
9/8/2023,165,2371
9/8/2023,111,1832
9/8/2023,40,596
9/8/2023,50,1656
9/8/2023,816,321
9/8/2023,183,782
9/8/2023,27,806
9/8/2023,79,584
9/8/2023,140,759
9/8/2023,86,2172
9/8/2023,78,1898
9/8/2023,15,2081
9/8/2023,103,786
9/8/2023,188,283
9/8/2023,6,998
9/8/2023,853,485
9/8/2023,83,3071
9/8/2023,181,1877
9/8/2023,295,0
9/8/2023,856,226
9/8/2023,185,625
9/8/2023,813,351
9/8/2023,14,715
9/8/2023,114,817
9/8/2023,899,247
9/8/2023,825,45
9/8/2023,75,988
9/8/2023,2,1633
9/8/2023,142,50
9/8/2023,172,1484
9/8/2023,120,1198
9/8/2023,37,386
9/8/2023,60,1882
9/8/2023,800,215
9/8/2023,132,479
9/8/2023,71,2098
9/8/2023,196,2212
9/8/2023,123,320
9/8/2023,865,422
9/8/2023,9,572
9/8/2023,36,1034
9/8/2023,850,455
9/8/2023,197,426
9/8/2023,124,1047
9/8/2023,110,2587
9/8/2023,66,671
9/8/2023,126,345
9/8/2023,39,5327
9/8/2023,32,675
9/8/2023,195,699
9/8/2023,115,3698
9/8/2023,34,484
9/8/2023,141,1229
9/8/2023,186,1776
9/8/2023,194,851
9/8/2023,51,3543
9/8/2023,193,1082
9/8/2023,192,1397
9/8/2023,1,463
9/9/2023,853,283
9/9/2023,81,1929
9/9/2023,107,825
9/9/2023,800,185
9/9/2023,26,574
9/9/2023,119,1172
9/9/2023,51,2463
9/9/2023,21,1911
9/9/2023,84,958
9/9/2023,186,1047
9/9/2023,126,561
9/9/2023,120,841
9/9/2023,197,338
9/9/2023,865,191
9/9/2023,9,403
9/9/2023,104,175
9/9/2023,181,964
9/9/2023,50,281
9/9/2023,191,551
9/9/2023,117,1252
9/9/2023,195,420
9/9/2023,823,75
9/9/2023,162,555
9/9/2023,79,507
9/9/2023,58,427
9/9/2023,178,347
9/9/2023,183,270
9/9/2023,39,4213
9/9/2023,8,340
9/9/2023,94,427
9/9/2023,55,1010
9/9/2023,185,509
9/9/2023,110,1823
9/9/2023,172,968
9/9/2023,123,165
9/9/2023,82,925
9/9/2023,83,2309
9/9/2023,124,595
9/9/2023,133,262
9/9/2023,116,1658
9/9/2023,36,376
9/9/2023,49,678
9/9/2023,192,897
9/9/2023,832,190
9/9/2023,27,140
9/9/2023,103,491
9/9/2023,24,212
9/9/2023,47,703
9/9/2023,813,193
9/9/2023,125,1546
9/9/2023,132,267
9/9/2023,34,343
9/9/2023,193,923
9/9/2023,32,455
9/9/2023,60,1484
9/9/2023,194,569
9/9/2023,114,347
9/9/2023,87,703
9/9/2023,25,334
9/9/2023,66,439
9/9/2023,74,974
9/9/2023,111,1451
9/9/2023,121,1749
9/9/2023,93,659
9/9/2023,5,1815
9/9/2023,14,526
9/9/2023,189,807
9/9/2023,150,93
9/9/2023,198,198
9/9/2023,809,421
9/9/2023,102,1892
9/9/2023,30,541
9/9/2023,899,94
9/9/2023,42,539
9/9/2023,1,419
9/9/2023,95,910
9/9/2023,68,616
9/9/2023,180,693
9/9/2023,78,1726
9/9/2023,6,516
9/9/2023,73,1643
9/9/2023,12,1080
9/9/2023,115,2491
9/9/2023,37,391
9/9/2023,19,549
9/9/2023,141,759
9/9/2023,15,1390
9/9/2023,85,376
9/9/2023,86,1945
9/9/2023,196,1812
9/9/2023,3,158
9/9/2023,165,1874
9/9/2023,153,828
9/9/2023,89,1783
9/9/2023,2,1238
9/9/2023,40,265
9/9/2023,856,326
9/9/2023,4,596
9/9/2023,155,662
9/9/2023,140,574
9/9/2023,188,27
9/9/2023,850,367
9/9/2023,75,2675
9/9/2023,816,176
9/9/2023,867,443
9/9/2023,71,1489
9/10/2023,51,2019
9/10/2023,84,596
9/10/2023,104,99
9/10/2023,140,404
9/10/2023,102,1280
9/10/2023,60,909
9/10/2023,89,1687
9/10/2023,15,1009
9/10/2023,198,97
9/10/2023,21,919
9/10/2023,8,389
9/10/2023,94,231
9/10/2023,82,704
9/10/2023,24,239
9/10/2023,40,150
9/10/2023,39,3598
9/10/2023,186,1017
9/10/2023,193,822
9/10/2023,192,698
9/10/2023,66,226
9/10/2023,19,544
9/10/2023,49,574
9/10/2023,50,539
9/10/2023,93,595
9/10/2023,816,173
9/10/2023,120,614
9/10/2023,191,1133
9/10/2023,189,604
9/10/2023,34,175
9/10/2023,856,196
9/10/2023,25,189
9/10/2023,83,1623
9/10/2023,42,408
9/10/2023,5,1962
9/10/2023,181,1006
9/10/2023,153,456
9/10/2023,155,248
9/10/2023,58,187
9/10/2023,115,1996
9/10/2023,6,465
9/10/2023,2,941
9/10/2023,74,843
9/10/2023,81,388
9/10/2023,12,879
9/10/2023,110,1645
9/10/2023,150,32
9/10/2023,133,257
9/10/2023,71,1019
9/10/2023,126,560
9/10/2023,14,239
9/10/2023,78,1503
9/10/2023,124,744
9/10/2023,30,567
9/10/2023,194,495
9/10/2023,813,142
9/10/2023,3,139
9/10/2023,197,280
9/10/2023,114,414
9/10/2023,196,1329
9/10/2023,117,1223
9/10/2023,899,112
9/10/2023,867,155
9/10/2023,183,260
9/10/2023,79,413
9/10/2023,141,527
9/10/2023,55,793
9/10/2023,809,318
9/10/2023,823,48
9/10/2023,32,448
9/10/2023,180,504
9/10/2023,37,187
9/10/2023,172,861
9/10/2023,9,306
9/10/2023,195,387
9/10/2023,47,623
9/10/2023,121,1585
9/10/2023,178,407
9/10/2023,103,399
9/10/2023,36,413
9/10/2023,1,283
9/10/2023,185,526
9/10/2023,165,1541
9/10/2023,107,637
9/10/2023,162,508
9/10/2023,73,1172
9/10/2023,87,580
9/10/2023,116,1431
9/10/2023,111,1211
9/10/2023,853,336
9/10/2023,132,309
9/10/2023,68,527
9/10/2023,188,42
9/10/2023,123,103
9/10/2023,125,926
9/10/2023,119,876
9/10/2023,27,163
9/10/2023,86,1443
9/10/2023,85,373
9/10/2023,26,401
9/10/2023,95,958
9/10/2023,75,389
9/10/2023,4,588
9/11/2023,30,1022
9/11/2023,853,443
9/11/2023,125,3226
9/11/2023,150,175
9/11/2023,189,1229
9/11/2023,140,1065
9/11/2023,50,1449
9/11/2023,40,746
9/11/2023,186,1843
9/11/2023,155,798
9/11/2023,117,2139
9/11/2023,813,316
9/11/2023,4,797
9/11/2023,34,571
9/11/2023,111,2124
9/11/2023,185,861
9/11/2023,8,914
9/11/2023,14,331
9/11/2023,79,573
9/11/2023,94,1126
9/11/2023,25,809
9/11/2023,81,1226
9/11/2023,60,1439
9/11/2023,27,487
9/11/2023,809,502
9/11/2023,3,628
9/11/2023,196,2809
9/11/2023,192,1068
9/11/2023,123,398
9/11/2023,188,422
9/11/2023,73,3005
9/11/2023,51,3518
9/11/2023,5,3176
9/11/2023,899,264
9/11/2023,823,62
9/11/2023,119,2060
9/11/2023,162,1004
9/11/2023,115,3617
9/11/2023,84,1286
9/11/2023,21,2024
9/11/2023,126,477
9/11/2023,197,377
9/11/2023,120,1328
9/11/2023,85,508
9/11/2023,24,403
9/11/2023,75,669
9/11/2023,183,1274
9/11/2023,856,375
9/11/2023,816,334
9/11/2023,116,2325
9/11/2023,15,2043
9/11/2023,142,65
9/11/2023,191,1148
9/11/2023,37,458
9/11/2023,143,372
9/11/2023,178,815
9/11/2023,103,572
9/11/2023,221,272
9/11/2023,78,2841
9/11/2023,82,1507
9/11/2023,193,1858
9/11/2023,87,1425
9/11/2023,153,851
9/11/2023,86,2405
9/11/2023,55,1401
9/11/2023,114,779
9/11/2023,93,1320
9/11/2023,295,30
9/11/2023,83,3403
9/11/2023,181,1889
9/11/2023,89,2960
9/11/2023,850,534
9/11/2023,165,2426
9/11/2023,121,2779
9/11/2023,49,1085
9/11/2023,42,829
9/11/2023,172,1894
9/11/2023,58,837
9/11/2023,180,1124
9/11/2023,194,552
9/11/2023,74,1473
9/11/2023,12,1696
9/11/2023,124,1184
9/11/2023,133,527
9/11/2023,104,579
9/11/2023,102,2012
9/11/2023,198,197
9/11/2023,2,1660
9/11/2023,865,581
9/11/2023,68,575
9/11/2023,6,1214
9/11/2023,832,180
9/11/2023,110,2801
9/11/2023,825,75
9/11/2023,195,717
9/11/2023,71,2453
9/11/2023,1,243
9/11/2023,32,731
9/11/2023,132,800
9/11/2023,141,1269
9/11/2023,36,917
9/11/2023,47,814
9/11/2023,26,753
9/11/2023,95,2904
9/11/2023,9,448
9/11/2023,19,1756
9/11/2023,867,577
9/11/2023,39,4729
9/11/2023,66,737
9/11/2023,107,1470
9/12/2023,94,996
9/12/2023,141,1283
9/12/2023,93,1104
9/12/2023,26,658
9/12/2023,150,221
9/12/2023,180,1084
9/12/2023,103,691
9/12/2023,197,365
9/12/2023,823,63
9/12/2023,58,665
9/12/2023,809,595
9/12/2023,83,3176
9/12/2023,143,401
9/12/2023,50,1300
9/12/2023,188,250
9/12/2023,198,176
9/12/2023,856,599
9/12/2023,37,463
9/12/2023,89,2962
9/12/2023,825,15
9/12/2023,126,424
9/12/2023,185,814
9/12/2023,123,513
9/12/2023,120,1271
9/12/2023,853,455
9/12/2023,34,489
9/12/2023,79,590
9/12/2023,19,1716
9/12/2023,40,720
9/12/2023,47,794
9/12/2023,87,1403
9/12/2023,196,2886
9/12/2023,192,987
9/12/2023,186,1669
9/12/2023,115,3273
9/12/2023,6,1013
9/12/2023,14,562
9/12/2023,4,1035
9/12/2023,66,971
9/12/2023,850,556
9/12/2023,49,1161
9/12/2023,132,541
9/12/2023,2,1441
9/12/2023,32,744
9/12/2023,51,2981
9/12/2023,81,1152
9/12/2023,30,1005
9/12/2023,117,1958
9/12/2023,111,2270
9/12/2023,165,1895
9/12/2023,867,526
9/12/2023,119,2020
9/12/2023,121,2756
9/12/2023,193,2092
9/12/2023,194,716
9/12/2023,27,384
9/12/2023,116,2064
9/12/2023,55,1464
9/12/2023,181,2301
9/12/2023,162,986
9/12/2023,82,1209
9/12/2023,148,3
9/12/2023,12,1886
9/12/2023,85,804
9/12/2023,24,377
9/12/2023,124,1253
9/12/2023,15,2461
9/12/2023,95,2410
9/12/2023,189,1085
9/12/2023,1,438
9/12/2023,221,321
9/12/2023,73,3034
9/12/2023,832,199
9/12/2023,71,2181
9/12/2023,5,2645
9/12/2023,3,782
9/12/2023,36,1034
9/12/2023,195,755
9/12/2023,295,60
9/12/2023,21,2447
9/12/2023,816,269
9/12/2023,178,729
9/12/2023,140,1087
9/12/2023,78,2548
9/12/2023,191,863
9/12/2023,110,3545
9/12/2023,68,872
9/12/2023,9,491
9/12/2023,172,1678
9/12/2023,60,1535
9/12/2023,155,757
9/12/2023,74,1619
9/12/2023,107,1502
9/12/2023,86,2630
9/12/2023,114,745
9/12/2023,183,660
9/12/2023,865,489
9/12/2023,142,38
9/12/2023,125,3793
9/12/2023,25,602
9/12/2023,102,2233
9/12/2023,42,945
9/12/2023,813,459
9/12/2023,8,1467
9/12/2023,75,1060
9/12/2023,153,968
9/12/2023,84,1212
9/12/2023,39,5500
9/12/2023,133,548
9/12/2023,899,216
9/12/2023,104,826
9/13/2023,86,2591
9/13/2023,116,2478
9/13/2023,81,898
9/13/2023,132,712
9/13/2023,119,2020
9/13/2023,102,2141
9/13/2023,823,69
9/13/2023,865,470
9/13/2023,94,1098
9/13/2023,221,276
9/13/2023,89,3024
9/13/2023,809,558
9/13/2023,93,1421
9/13/2023,181,1952
9/13/2023,194,883
9/13/2023,124,1233
9/13/2023,26,647
9/13/2023,832,192
9/13/2023,6,1155
