Date,Route,Total trips
11/24/2024,73,1321
11/24/2024,150,49
11/24/2024,867,225
11/24/2024,6,333
11/24/2024,55,939
11/24/2024,153,559
11/24/2024,32,475
11/24/2024,50,701
11/24/2024,116,1523
11/24/2024,165,1815
11/24/2024,194,707
11/24/2024,24,266
11/24/2024,78,1619
11/24/2024,85,444
11/24/2024,19,577
11/24/2024,865,0
11/24/2024,195,558
11/24/2024,27,250
11/24/2024,49,650
11/24/2024,111,1394
11/24/2024,140,397
11/24/2024,30,663
11/24/2024,104,342
11/24/2024,850,0
11/24/2024,39,4115
11/25/2024,42,1720
11/25/2024,153,652
11/25/2024,120,1181
11/25/2024,36,1332
11/25/2024,79,824
11/25/2024,24,446
11/25/2024,194,887
11/25/2024,191,1478
11/25/2024,78,1977
11/25/2024,117,2086
11/25/2024,143,291
11/25/2024,51,2935
11/25/2024,140,636
11/25/2024,813,298
11/25/2024,2,1441
11/25/2024,141,892
11/25/2024,39,4310
11/25/2024,25,571
11/25/2024,104,766
11/25/2024,103,547
11/25/2024,832,259
11/25/2024,84,1224
11/25/2024,186,1540
11/25/2024,34,498
11/25/2024,115,4119
11/25/2024,124,956
11/25/2024,94,699
11/25/2024,825,82
11/25/2024,150,196
11/25/2024,102,1941
11/25/2024,197,516
11/25/2024,809,537
11/25/2024,162,951
11/25/2024,86,2822
11/25/2024,193,2266
11/25/2024,155,1016
11/25/2024,83,3554
11/25/2024,32,982
11/25/2024,221,355
11/25/2024,188,364
11/25/2024,899,160
11/25/2024,95,2280
11/25/2024,4,1024
11/25/2024,73,2858
11/25/2024,181,2663
11/25/2024,114,731
11/25/2024,74,1429
11/25/2024,21,2357
11/25/2024,119,1992
11/25/2024,87,1285
11/25/2024,85,652
11/25/2024,123,488
11/25/2024,142,154
11/25/2024,823,62
11/25/2024,178,781
11/25/2024,107,1405
11/25/2024,55,1102
11/25/2024,60,1565
11/25/2024,3,729
11/25/2024,195,884
11/25/2024,180,830
11/25/2024,133,567
11/25/2024,172,1581
11/25/2024,93,921
11/25/2024,6,1205
11/25/2024,295,0
11/25/2024,5,2638
11/25/2024,183,958
11/25/2024,26,765
11/25/2024,121,2854
11/25/2024,816,291
11/25/2024,110,2700
11/25/2024,37,575
11/25/2024,82,2661
11/25/2024,165,2748
11/25/2024,111,2308
11/25/2024,8,1729
11/25/2024,58,611
11/25/2024,867,392
11/25/2024,68,834
11/25/2024,192,1735
11/25/2024,47,581
11/25/2024,126,590
11/25/2024,66,704
11/25/2024,850,366
11/25/2024,1,545
11/25/2024,71,1914
11/25/2024,27,800
11/25/2024,89,3239
11/25/2024,189,1193
11/25/2024,148,46
11/25/2024,30,1402
11/25/2024,116,2323
11/25/2024,19,1592
11/25/2024,49,1294
11/25/2024,14,546
11/25/2024,865,311
11/25/2024,12,1675
11/25/2024,125,2941
11/25/2024,132,450
11/25/2024,9,456
11/25/2024,853,271
11/25/2024,198,126
11/25/2024,856,132
11/25/2024,15,1999
11/25/2024,50,1828
11/25/2024,196,2615
11/25/2024,81,1155
11/25/2024,185,766
11/26/2024,140,758
11/26/2024,116,2156
11/26/2024,114,362
11/26/2024,39,3970
11/26/2024,195,874
11/26/2024,32,973
11/26/2024,50,1270
11/26/2024,36,986
11/26/2024,120,1244
11/26/2024,27,740
11/26/2024,198,159
11/26/2024,49,994
11/26/2024,58,432
11/26/2024,15,2021
11/26/2024,148,53
11/26/2024,809,568
11/26/2024,162,628
11/26/2024,823,58
11/26/2024,850,491
11/26/2024,47,671
11/26/2024,102,2006
11/26/2024,117,2088
11/26/2024,121,2774
11/26/2024,94,1097
11/26/2024,75,859
11/26/2024,4,1061
11/26/2024,103,623
11/26/2024,34,495
11/26/2024,21,2120
11/26/2024,143,185
11/26/2024,25,381
11/26/2024,181,2751
11/26/2024,191,1462
11/26/2024,141,858
11/26/2024,194,1079
11/26/2024,111,2102
11/26/2024,165,2521
11/26/2024,3,761
11/26/2024,832,72
11/26/2024,51,3256
11/26/2024,899,221
11/26/2024,123,428
11/26/2024,84,1358
11/26/2024,142,134
11/26/2024,196,2676
11/26/2024,12,1685
11/26/2024,1,538
11/26/2024,192,969
11/26/2024,132,307
11/26/2024,66,735
11/26/2024,5,3049
11/26/2024,24,464
11/26/2024,83,3935
11/26/2024,87,1452
11/26/2024,125,2989
11/26/2024,178,736
11/26/2024,26,669
11/26/2024,800,277
11/26/2024,865,444
11/26/2024,172,1871
11/26/2024,155,1060
11/26/2024,104,382
11/26/2024,9,466
11/26/2024,71,1790
11/26/2024,55,1573
11/26/2024,185,704
11/26/2024,126,532
11/26/2024,37,595
11/26/2024,193,2036
11/26/2024,60,1785
11/26/2024,180,890
11/26/2024,30,1300
11/26/2024,107,1375
11/26/2024,186,1630
11/26/2024,221,437
11/26/2024,189,1174
11/26/2024,8,1426
11/26/2024,73,2426
11/26/2024,14,349
11/26/2024,813,311
11/26/2024,816,241
11/26/2024,6,1133
11/26/2024,197,439
11/26/2024,86,2732
11/26/2024,93,1241
11/26/2024,133,702
11/26/2024,124,861
11/26/2024,74,1497
11/26/2024,85,694
11/26/2024,825,136
11/26/2024,79,444
11/26/2024,95,3069
11/26/2024,110,2538
11/26/2024,2,1590
11/26/2024,183,949
11/26/2024,78,2187
11/26/2024,42,2049
11/26/2024,81,1191
11/26/2024,867,413
11/26/2024,19,1562
11/26/2024,40,785
11/26/2024,150,34
11/26/2024,853,416
11/26/2024,89,3127
11/26/2024,68,793
11/26/2024,82,1602
11/26/2024,856,216
11/26/2024,188,302
11/26/2024,119,1981
11/26/2024,153,998
11/26/2024,115,3740
11/27/2024,809,496
11/27/2024,153,608
11/27/2024,5,2832
11/27/2024,2,1580
11/27/2024,14,510
11/27/2024,40,632
11/27/2024,66,734
11/27/2024,853,348
11/27/2024,195,902
11/27/2024,12,1321
11/27/2024,162,154
11/27/2024,49,1200
11/27/2024,93,1235
11/27/2024,4,884
11/27/2024,143,157
11/27/2024,192,1180
11/27/2024,51,2346
11/27/2024,178,803
11/27/2024,832,298
11/27/2024,8,1404
11/27/2024,50,1883
11/27/2024,181,2202
11/27/2024,115,3397
11/27/2024,142,42
11/27/2024,87,1189
11/27/2024,24,379
11/27/2024,42,1571
11/27/2024,140,600
11/27/2024,856,260
11/27/2024,83,3721
11/27/2024,104,655
11/27/2024,125,1970
11/27/2024,120,1237
11/27/2024,124,1098
11/27/2024,150,93
11/27/2024,867,294
11/27/2024,19,1310
11/27/2024,39,4423
11/27/2024,816,248
11/27/2024,60,1428
11/27/2024,82,2266
11/27/2024,196,3205
11/27/2024,800,205
11/27/2024,103,210
11/27/2024,116,2161
11/27/2024,78,1820
11/27/2024,126,587
11/27/2024,185,863
11/27/2024,37,549
11/27/2024,189,1301
11/27/2024,114,899
11/27/2024,194,1178
11/27/2024,165,1660
11/27/2024,899,206
11/27/2024,111,2058
11/27/2024,825,67
11/27/2024,813,286
11/27/2024,121,2351
11/27/2024,73,2959
11/27/2024,1,417
11/27/2024,95,2957
11/27/2024,133,681
11/27/2024,148,42
11/27/2024,188,180
11/27/2024,295,0
11/27/2024,55,1511
11/27/2024,68,731
11/27/2024,94,1709
11/27/2024,85,823
11/27/2024,84,1296
11/27/2024,6,814
11/27/2024,823,67
11/27/2024,191,1135
11/27/2024,25,500
11/27/2024,36,1193
11/27/2024,9,425
11/27/2024,180,1187
11/27/2024,89,3156
11/27/2024,21,2954
11/27/2024,32,1001
11/27/2024,86,2579
11/27/2024,30,1239
11/27/2024,117,2001
11/27/2024,110,2338
11/27/2024,850,454
11/27/2024,198,331
11/27/2024,75,1270
11/27/2024,71,1923
11/27/2024,34,452
11/27/2024,123,416
11/27/2024,26,536
11/27/2024,183,867
11/27/2024,58,502
11/27/2024,186,1828
11/27/2024,3,936
11/27/2024,81,712
11/27/2024,119,1594
11/27/2024,102,2045
11/27/2024,141,794
11/27/2024,193,1933
11/27/2024,15,1766
11/27/2024,47,694
11/27/2024,79,777
11/27/2024,107,1508
11/27/2024,865,392
11/27/2024,155,410
11/27/2024,74,1375
11/27/2024,197,754
11/27/2024,172,1524
11/27/2024,27,1081
11/27/2024,132,0
11/27/2024,221,360
11/28/2024,117,665
11/28/2024,104,388
11/28/2024,114,243
11/28/2024,813,137
11/28/2024,39,2012
11/28/2024,853,103
11/28/2024,124,360
11/28/2024,856,244
11/28/2024,58,238
11/28/2024,50,519
11/28/2024,172,607
11/28/2024,197,387
11/28/2024,83,2029
11/28/2024,850,108
11/28/2024,94,230
11/28/2024,186,919
11/28/2024,165,944
11/28/2024,183,257
11/28/2024,816,62
11/28/2024,191,741
11/28/2024,84,563
11/28/2024,32,317
11/28/2024,85,216
11/28/2024,115,1479
11/28/2024,40,138
11/28/2024,68,394
11/28/2024,19,324
11/28/2024,189,635
11/28/2024,181,886
11/28/2024,150,29
11/28/2024,89,1246
11/28/2024,74,597
11/28/2024,5,812
11/28/2024,87,468
11/28/2024,75,287
11/28/2024,79,268
11/28/2024,867,304
11/28/2024,198,195
11/28/2024,132,156
11/28/2024,185,313
11/28/2024,120,574
11/28/2024,78,1097
11/28/2024,86,970
11/28/2024,125,976
11/28/2024,119,655
11/28/2024,49,495
11/28/2024,37,240
11/28/2024,42,738
11/28/2024,9,178
11/28/2024,823,17
11/28/2024,192,935
11/28/2024,4,412
11/28/2024,1,149
11/28/2024,60,815
11/28/2024,123,143
11/28/2024,188,42
11/28/2024,66,316
11/28/2024,25,212
11/28/2024,30,424
11/28/2024,193,1112
11/28/2024,36,252
11/28/2024,196,1449
11/28/2024,8,0
11/28/2024,73,1149
11/28/2024,95,721
11/28/2024,141,297
11/28/2024,832,0
11/28/2024,27,94
11/28/2024,3,118
11/28/2024,121,1041
11/28/2024,2,390
11/28/2024,55,718
11/28/2024,178,339
11/28/2024,195,380
11/28/2024,111,985
11/28/2024,155,385
11/28/2024,34,172
11/28/2024,71,908
11/28/2024,865,95
11/28/2024,81,752
11/28/2024,110,791
11/28/2024,102,513
11/28/2024,93,567
11/28/2024,126,331
11/28/2024,82,825
11/28/2024,140,216
11/28/2024,15,774
11/28/2024,107,593
11/28/2024,21,1044
11/28/2024,194,532
11/28/2024,153,280
11/28/2024,12,561
11/28/2024,51,1296
11/28/2024,26,357
11/28/2024,809,165
11/28/2024,103,244
11/28/2024,6,237
11/28/2024,133,123
11/28/2024,24,151
11/28/2024,180,552
11/28/2024,47,409
11/28/2024,116,999
11/28/2024,162,341
11/28/2024,14,76
11/28/2024,899,34
11/29/2024,68,301
11/29/2024,119,1114
11/29/2024,165,1729
11/29/2024,85,571
11/29/2024,51,1992
11/29/2024,6,466
11/29/2024,124,630
11/29/2024,188,61
11/29/2024,71,1812
11/29/2024,93,945
11/29/2024,197,553
11/29/2024,81,934
11/29/2024,191,1038
11/29/2024,121,2236
11/29/2024,14,338
11/29/2024,185,499
11/29/2024,40,358
11/29/2024,198,195
11/29/2024,84,1195
11/29/2024,86,1863
11/29/2024,27,221
11/29/2024,5,1705
11/29/2024,816,183
11/29/2024,47,581
11/29/2024,899,80
11/29/2024,15,1484
11/29/2024,132,172
11/29/2024,36,570
11/29/2024,58,350
11/29/2024,186,1084
11/29/2024,24,265
11/29/2024,55,793
11/29/2024,192,1383
11/29/2024,49,813
11/29/2024,75,484
11/29/2024,195,535
11/29/2024,50,1184
11/29/2024,12,1219
11/29/2024,79,654
11/29/2024,856,0
11/29/2024,73,1550
11/29/2024,111,1648
11/29/2024,4,433
11/29/2024,865,214
11/29/2024,832,229
11/29/2024,115,2811
11/29/2024,8,518
11/29/2024,25,387
11/29/2024,82,1182
11/29/2024,155,678
11/29/2024,140,397
11/29/2024,116,1744
11/29/2024,123,197
11/29/2024,178,498
11/29/2024,180,830
11/29/2024,850,316
11/29/2024,194,845
11/29/2024,107,1030
11/29/2024,42,1322
11/29/2024,104,445
11/29/2024,95,1433
11/29/2024,196,1878
11/29/2024,110,1613
11/29/2024,117,1493
11/29/2024,83,3205
11/29/2024,162,616
11/29/2024,126,638
11/29/2024,150,48
11/29/2024,193,1326
11/29/2024,60,1220
11/29/2024,189,1143
11/29/2024,103,492
11/29/2024,39,4184
11/29/2024,9,403
11/29/2024,37,420
11/29/2024,74,851
11/29/2024,183,890
11/29/2024,172,1524
11/29/2024,21,2394
11/29/2024,823,53
11/29/2024,19,721
11/29/2024,102,1499
11/29/2024,141,770
11/29/2024,32,751
11/29/2024,30,702
11/29/2024,120,976
11/29/2024,133,474
11/29/2024,66,622
11/29/2024,78,1909
11/29/2024,813,235
11/29/2024,34,357
11/29/2024,87,764
11/29/2024,125,1517
11/29/2024,800,152
11/29/2024,2,1242
11/29/2024,867,0
11/29/2024,89,2629
11/29/2024,181,1332
11/29/2024,26,457
11/29/2024,1,469
11/29/2024,153,653
11/29/2024,114,535
11/29/2024,94,426
11/29/2024,3,220
11/29/2024,853,318
11/29/2024,809,342
11/30/2024,94,430
11/30/2024,189,907
11/30/2024,26,579
11/30/2024,126,479
11/30/2024,114,429
11/30/2024,194,686
11/30/2024,183,741
11/30/2024,853,147
11/30/2024,9,424
11/30/2024,14,390
11/30/2024,899,66
11/30/2024,150,46
11/30/2024,110,1563
11/30/2024,121,1667
11/30/2024,172,978
11/30/2024,162,566
11/30/2024,4,787
11/30/2024,95,1260
11/30/2024,123,129
11/30/2024,120,793
11/30/2024,192,1048
11/30/2024,196,1995
11/30/2024,856,655
11/30/2024,87,626
11/30/2024,37,402
11/30/2024,133,411
11/30/2024,132,113
11/30/2024,185,517
11/30/2024,2,1034
11/30/2024,50,868
11/30/2024,24,262
11/30/2024,42,968
11/30/2024,117,1283
11/30/2024,816,157
11/30/2024,198,246
11/30/2024,188,44
11/30/2024,195,527
11/30/2024,111,1476
11/30/2024,102,1462
11/30/2024,32,654
11/30/2024,141,535
11/30/2024,103,515
11/30/2024,193,853
11/30/2024,5,1967
11/30/2024,15,1242
11/30/2024,39,2896
11/30/2024,800,146
11/30/2024,850,298
11/30/2024,124,625
11/30/2024,8,503
11/30/2024,79,449
11/30/2024,115,2620
11/30/2024,186,990
11/30/2024,165,2339
11/30/2024,140,358
11/30/2024,68,400
11/30/2024,25,379
11/30/2024,191,767
11/30/2024,85,474
11/30/2024,71,1462
11/30/2024,125,1534
11/30/2024,74,915
11/30/2024,119,896
11/30/2024,107,904
11/30/2024,81,650
11/30/2024,40,152
11/30/2024,181,1324
11/30/2024,89,2312
11/30/2024,1,467
11/30/2024,93,774
11/30/2024,201,64
11/30/2024,809,355
11/30/2024,3,245
11/30/2024,865,290
11/30/2024,86,1886
11/30/2024,104,438
11/30/2024,73,1274
11/30/2024,82,1336
11/30/2024,12,890
11/30/2024,84,696
11/30/2024,155,480
11/30/2024,60,1322
11/30/2024,153,691
11/30/2024,116,1460
11/30/2024,51,2600
11/30/2024,55,1042
11/30/2024,180,626
11/30/2024,30,630
11/30/2024,78,1450
11/30/2024,19,552
11/30/2024,21,1682
11/30/2024,867,622
11/30/2024,58,375
11/30/2024,6,301
11/30/2024,27,169
11/30/2024,66,472
11/30/2024,197,553
11/30/2024,36,553
11/30/2024,83,2675
11/30/2024,34,320
11/30/2024,178,233
11/30/2024,49,634
11/30/2024,75,426
11/30/2024,47,590
12/1/2024,850,216
12/1/2024,153,543
12/1/2024,75,290
12/1/2024,110,1473
12/1/2024,103,228
12/1/2024,104,487
12/1/2024,133,343
12/1/2024,194,691
12/1/2024,165,1421
12/1/2024,3,177
12/1/2024,114,512
12/1/2024,94,306
12/1/2024,853,305
12/1/2024,73,1532
12/1/2024,120,710
12/1/2024,180,360
12/1/2024,27,251
12/1/2024,89,1837
12/1/2024,124,628
12/1/2024,195,650
12/1/2024,119,996
12/1/2024,155,429
12/1/2024,172,1146
12/1/2024,867,0
12/1/2024,809,293
12/1/2024,51,1407
12/1/2024,14,351
12/1/2024,192,1254
12/1/2024,2,1062
12/1/2024,84,843
12/1/2024,186,1012
12/1/2024,125,1347
12/1/2024,150,85
12/1/2024,19,486
12/1/2024,1,336
12/1/2024,188,68
12/1/2024,58,408
12/1/2024,9,406
12/1/2024,115,1820
12/1/2024,8,430
12/1/2024,196,1601
12/1/2024,132,88
12/1/2024,79,516
12/1/2024,50,815
12/1/2024,183,642
12/1/2024,185,454
12/1/2024,60,1120
12/1/2024,189,644
12/1/2024,201,46
12/1/2024,37,386
12/1/2024,102,1305
12/1/2024,126,526
12/1/2024,198,120
12/1/2024,95,761
12/1/2024,140,392
12/1/2024,856,0
12/1/2024,6,393
12/1/2024,5,1738
12/1/2024,78,1783
12/1/2024,25,344
12/1/2024,117,1025
12/1/2024,36,507
12/1/2024,107,764
12/1/2024,823,34
12/1/2024,121,1670
12/1/2024,49,774
12/1/2024,191,1317
12/1/2024,42,930
12/1/2024,86,1490
12/1/2024,141,588
12/1/2024,85,241
12/1/2024,30,655
12/1/2024,21,1804
12/1/2024,55,948
12/1/2024,66,325
12/1/2024,181,1093
12/1/2024,34,297
12/1/2024,93,860
12/1/2024,82,865
12/1/2024,178,328
12/1/2024,32,563
12/1/2024,12,776
12/1/2024,816,146
12/1/2024,197,388
12/1/2024,4,435
12/1/2024,813,177
12/1/2024,865,187
12/1/2024,123,128
12/1/2024,116,1191
12/1/2024,39,2553
12/1/2024,83,1968
12/1/2024,899,70
12/1/2024,87,619
12/1/2024,40,176
12/1/2024,74,567
12/1/2024,111,1293
12/1/2024,15,1111
12/1/2024,81,788
12/1/2024,26,457
12/1/2024,24,231
12/1/2024,47,450
12/1/2024,68,498
12/1/2024,193,1394
12/1/2024,71,1050
12/1/2024,162,234
12/2/2024,60,1945
12/2/2024,119,1921
12/2/2024,85,572
12/2/2024,153,582
12/2/2024,89,2623
12/2/2024,120,1238
12/2/2024,36,1289
12/2/2024,24,368
12/2/2024,121,2901
12/2/2024,123,487
12/2/2024,185,699
12/2/2024,87,1550
12/2/2024,39,4806
12/2/2024,15,1970
12/2/2024,809,503
12/2/2024,198,261
12/2/2024,1,580
12/2/2024,196,2051
12/2/2024,6,1023
12/2/2024,197,676
12/2/2024,183,628
12/2/2024,37,491
12/2/2024,34,473
12/2/2024,8,1716
12/2/2024,30,1171
12/2/2024,86,3049
12/2/2024,823,100
12/2/2024,125,2904
12/2/2024,83,4460
12/2/2024,102,1875
12/2/2024,140,940
12/2/2024,107,1583
12/2/2024,189,1645
12/2/2024,3,925
12/2/2024,172,2653
12/2/2024,73,3221
12/2/2024,26,789
12/2/2024,49,1551
12/2/2024,191,1496
12/2/2024,141,928
12/2/2024,74,1564
12/2/2024,142,20
12/2/2024,103,379
12/2/2024,816,275
12/2/2024,104,676
12/2/2024,21,2782
12/2/2024,126,467
12/2/2024,192,2792
12/2/2024,93,1227
12/2/2024,813,204
12/2/2024,71,2101
12/2/2024,194,831
12/2/2024,162,975
12/2/2024,221,331
12/2/2024,181,2348
12/2/2024,114,785
12/2/2024,95,2449
12/2/2024,14,520
12/2/2024,2,1606
12/2/2024,12,1473
12/2/2024,25,471
12/2/2024,132,813
12/2/2024,195,675
12/2/2024,150,97
12/2/2024,867,564
12/2/2024,899,229
12/2/2024,51,3043
12/2/2024,75,615
12/2/2024,81,1191
12/2/2024,117,2183
12/2/2024,853,444
12/2/2024,193,1901
12/2/2024,186,1490
12/2/2024,110,2462
12/2/2024,40,708
12/2/2024,94,562
12/2/2024,32,969
12/2/2024,47,656
12/2/2024,143,295
12/2/2024,188,417
12/2/2024,82,2403
12/2/2024,66,805
12/2/2024,55,1426
12/2/2024,84,1647
12/2/2024,115,3979
12/2/2024,58,594
12/2/2024,165,2038
12/2/2024,27,763
12/2/2024,180,1227
12/2/2024,50,3799
12/2/2024,9,583
12/2/2024,832,95
12/2/2024,78,2528
12/2/2024,856,252
12/2/2024,155,780
12/2/2024,850,540
12/2/2024,19,1373
12/2/2024,178,645
12/2/2024,124,1017
12/2/2024,116,2379
12/2/2024,42,1593
12/2/2024,5,2713
12/2/2024,865,441
12/2/2024,133,607
12/2/2024,800,235
12/2/2024,111,2377
12/2/2024,825,18
12/2/2024,4,1106
12/3/2024,6,1083
12/3/2024,66,850
12/3/2024,58,423
12/3/2024,856,433
12/3/2024,116,2399
12/3/2024,150,103
12/3/2024,74,1553
12/3/2024,83,4042
12/3/2024,148,76
12/3/2024,36,1591
12/3/2024,71,2253
12/3/2024,50,2187
12/3/2024,73,3096
12/3/2024,143,398
12/3/2024,1,553
12/3/2024,104,808
12/3/2024,155,802
12/3/2024,87,1274
12/3/2024,809,581
12/3/2024,34,688
12/3/2024,47,671
12/3/2024,126,502
12/3/2024,853,373
12/3/2024,825,85
12/3/2024,800,290
12/3/2024,114,985
12/3/2024,94,845
12/3/2024,295,56
12/3/2024,124,880
12/3/2024,816,298
12/3/2024,30,1507
12/3/2024,123,446
12/3/2024,186,1761
12/3/2024,103,256
12/3/2024,15,2270
12/3/2024,133,704
12/3/2024,81,1258
12/3/2024,89,3052
12/3/2024,40,704
12/3/2024,93,1654
12/3/2024,111,2312
12/3/2024,39,4528
12/3/2024,68,648
12/3/2024,8,1921
12/3/2024,181,3222
12/3/2024,117,2112
12/3/2024,850,576
12/3/2024,51,3007
12/3/2024,115,3978
12/3/2024,25,382
12/3/2024,121,2907
12/3/2024,102,2002
12/3/2024,5,2636
12/3/2024,85,764
12/3/2024,37,590
12/3/2024,21,2667
12/3/2024,107,1388
12/3/2024,12,1607
12/3/2024,75,494
12/3/2024,26,962
12/3/2024,125,2928
12/3/2024,120,1350
12/3/2024,60,1785
12/3/2024,193,1912
12/3/2024,191,1378
12/3/2024,132,613
12/3/2024,188,443
12/3/2024,82,1659
12/3/2024,119,2044
12/3/2024,78,2659
12/3/2024,180,1889
12/3/2024,195,767
12/3/2024,865,649
12/3/2024,194,934
12/3/2024,49,711
12/3/2024,867,483
12/3/2024,110,3064
12/3/2024,140,955
12/3/2024,14,607
12/3/2024,172,2072
12/3/2024,32,1217
12/3/2024,813,353
12/3/2024,79,672
12/3/2024,2,1941
12/3/2024,3,572
12/3/2024,141,944
12/3/2024,221,298
12/3/2024,178,873
12/3/2024,185,777
12/3/2024,165,2518
12/3/2024,823,103
12/3/2024,95,2861
12/3/2024,84,1617
12/3/2024,19,1204
12/3/2024,197,743
12/3/2024,899,226
12/3/2024,4,1152
12/3/2024,198,187
12/3/2024,86,3112
12/3/2024,27,965
12/3/2024,832,95
12/3/2024,162,968
12/3/2024,192,1933
12/3/2024,9,556
12/3/2024,189,1026
12/3/2024,55,1629
12/3/2024,42,1639
12/3/2024,183,969
12/3/2024,196,3283
12/3/2024,142,63
12/3/2024,153,958
12/4/2024,120,1280
12/4/2024,141,1045
12/4/2024,192,1630
12/4/2024,126,537
12/4/2024,114,905
12/4/2024,117,2090
12/4/2024,823,87
12/4/2024,196,3320
12/4/2024,39,4451
12/4/2024,83,5253
12/4/2024,125,3544
12/4/2024,825,57
12/4/2024,49,793
12/4/2024,8,1408
12/4/2024,36,1459
12/4/2024,93,1560
12/4/2024,194,1057
12/4/2024,19,1256
12/4/2024,74,1449
12/4/2024,79,945
12/4/2024,86,2638
12/4/2024,148,60
12/4/2024,853,277
12/4/2024,111,1885
12/4/2024,40,414
12/4/2024,133,573
12/4/2024,5,2179
12/4/2024,95,2408
12/4/2024,60,1743
12/4/2024,75,901
12/4/2024,132,1068
12/4/2024,1,642
12/4/2024,34,528
12/4/2024,197,822
12/4/2024,809,489
12/4/2024,816,201
12/4/2024,103,566
12/4/2024,78,2387
12/4/2024,68,697
12/4/2024,180,1466
12/4/2024,84,1505
12/4/2024,102,2533
12/4/2024,9,506
12/4/2024,116,2172
12/4/2024,178,805
12/4/2024,867,735
12/4/2024,186,2077
12/4/2024,221,278
12/4/2024,195,1002
12/4/2024,89,2930
12/4/2024,12,1485
12/4/2024,6,1059
12/4/2024,55,1195
12/4/2024,47,682
12/4/2024,140,947
12/4/2024,119,2243
12/4/2024,865,447
12/4/2024,142,106
12/4/2024,813,145
12/4/2024,181,2907
12/4/2024,4,943
12/4/2024,153,684
12/4/2024,121,2591
12/4/2024,85,761
12/4/2024,25,534
12/4/2024,193,2058
12/4/2024,856,507
12/4/2024,172,2145
12/4/2024,21,3823
12/4/2024,185,833
12/4/2024,32,924
12/4/2024,14,529
12/4/2024,27,975
12/4/2024,162,787
12/4/2024,183,1126
12/4/2024,30,1542
12/4/2024,832,286
12/4/2024,51,3720
12/4/2024,50,2140
12/4/2024,24,471
12/4/2024,94,1081
12/4/2024,143,365
12/4/2024,189,1639
12/4/2024,124,1191
12/4/2024,110,3064
12/4/2024,42,1760
12/4/2024,165,2580
12/4/2024,15,1492
12/4/2024,2,1626
12/4/2024,295,56
12/4/2024,191,1245
12/4/2024,58,492
12/4/2024,37,625
12/4/2024,198,302
12/4/2024,26,865
12/4/2024,104,700
12/4/2024,73,2944
12/4/2024,115,3314
12/4/2024,107,1778
12/4/2024,82,1671
12/4/2024,87,1505
12/4/2024,81,958
12/4/2024,188,384
12/4/2024,155,791
12/4/2024,899,260
12/4/2024,71,2061
12/4/2024,3,867
12/4/2024,66,781
12/4/2024,850,595
12/4/2024,150,171
12/5/2024,37,633
12/5/2024,850,530
12/5/2024,87,1430
12/5/2024,809,432
12/5/2024,74,1418
12/5/2024,66,882
12/5/2024,115,3761
12/5/2024,823,77
12/5/2024,125,3897
12/5/2024,26,803
12/5/2024,19,1823
12/5/2024,148,35
12/5/2024,15,1969
12/5/2024,196,3391
12/5/2024,865,499
12/5/2024,47,790
12/5/2024,124,1163
12/5/2024,189,1222
12/5/2024,6,887
12/5/2024,191,1122
12/5/2024,40,807
12/5/2024,42,2051
12/5/2024,8,1601
12/5/2024,186,1864
12/5/2024,816,288
12/5/2024,853,341
12/5/2024,192,1114
12/5/2024,93,1132
12/5/2024,193,2117
12/5/2024,73,3077
12/5/2024,71,2227
12/5/2024,150,138
12/5/2024,107,1435
12/5/2024,198,221
12/5/2024,197,720
12/5/2024,94,496
12/5/2024,172,1281
12/5/2024,85,660
12/5/2024,25,437
12/5/2024,4,1037
12/5/2024,899,227
12/5/2024,1,573
12/5/2024,800,231
12/5/2024,32,865
12/5/2024,194,1592
12/5/2024,2,1567
12/5/2024,68,752
12/5/2024,162,1132
12/5/2024,116,2259
12/5/2024,36,1267
12/5/2024,103,557
12/5/2024,86,3322
12/5/2024,89,3102
12/5/2024,14,496
12/5/2024,140,943
12/5/2024,75,559
12/5/2024,132,516
12/5/2024,183,1243
12/5/2024,9,574
12/5/2024,81,703
12/5/2024,141,979
12/5/2024,111,1921
12/5/2024,123,487
12/5/2024,119,2128
12/5/2024,60,2164
12/5/2024,27,1008
12/5/2024,3,885
12/5/2024,82,1746
12/5/2024,12,1605
12/5/2024,832,267
12/5/2024,867,496
12/5/2024,24,431
12/5/2024,856,340
12/5/2024,142,14
12/5/2024,188,436
12/5/2024,143,253
12/5/2024,50,1960
12/5/2024,825,77
12/5/2024,78,2409
12/5/2024,813,283
12/5/2024,195,949
12/5/2024,295,29
12/5/2024,153,890
12/5/2024,120,1378
12/5/2024,83,4014
12/5/2024,55,1674
12/5/2024,178,870
12/5/2024,165,2642
12/5/2024,110,2394
12/5/2024,221,375
12/5/2024,39,5037
12/5/2024,126,538
12/5/2024,58,627
12/5/2024,30,1334
12/5/2024,117,1734
12/5/2024,51,3765
12/5/2024,21,2217
12/5/2024,5,2535
12/5/2024,102,1961
12/5/2024,114,823
12/5/2024,34,618
12/5/2024,79,972
12/5/2024,155,564
12/5/2024,185,806
12/5/2024,121,2515
12/5/2024,133,672
12/5/2024,180,1464
12/5/2024,104,848
12/5/2024,95,2756
12/5/2024,84,1313
12/5/2024,49,1168
12/5/2024,181,2253
12/6/2024,183,1040
12/6/2024,150,113
12/6/2024,25,430
12/6/2024,823,98
12/6/2024,1,615
12/6/2024,189,1516
12/6/2024,75,775
12/6/2024,221,408
12/6/2024,30,1201
