OBJECTID,shape_id,OBJECTID_1,route_id,trip_id,shape_id_1,OBJECTID_12,route_id_1,route_short_name,route_long_name,route_type,route_color,Shape__Length
1466,109582,,7732,6693496,,,,201,Six Flags Over Georgia,3,819FF7,0.100212061526511
1467,109583,,7703,6632609,,,,123,Church Street / North DeKalb Mall,3,819FF7,0.101005545064491
1468,109584,,7705,6661794,,,,125,Clarkston / Northlake,3,819FF7,0.1371328608297
1469,109585,,7720,6638044,,,,180,Roosevelt Highway,3,819FF7,0.282118997608661
1470,109587,,7659,6665656,,,,42,Pryor Road,3,819FF7,0.145021264020505
1471,109588,,7673,6670382,,,,73,Fulton Industrial,3,819FF7,0.171367240585024
1472,109589,,7699,6690499,,,,117,Rockbridge Road / Panola Road,3,819FF7,0.239779853231413
1473,109590,,7705,6661792,,,,125,Clarkston / Northlake,3,819FF7,0.123036194575311
1474,109591,,7718,6656549,,,,172,Sylvan Road / Virginia Avenue,3,819FF7,0.144988177026723
1475,109592,,7727,6676820,,,,192,Old Dixie / Tara Boulevard,3,819FF7,0.254838663680494
1476,109593,,7732,6689136,,,,201,Six Flags Over Georgia,3,819FF7,0.11298287682942
1477,109594,,11840,6689702,,,,813,Atlanta Student Movement Boulevard,3,819FF7,0.0838744507549959
1478,109595,,7667,6685478,,,,58,West Lake Avenue / Hollywood Road,3,819FF7,0.148255910528865
1479,109596,,7689,6637907,,,,102,North Avenue / Little Five Points,3,819FF7,0.0755617902735966
1480,109597,,7703,6637973,,,,123,Church Street / North DeKalb Mall,3,819FF7,0.0970512104001208
1481,109598,,7720,6632673,,,,180,Roosevelt Highway,3,819FF7,0.287465999689358
1482,109599,,7732,6666539,,,,201,Six Flags Over Georgia,3,819FF7,0.100212061526511
1483,109600,,7669,6642584,,,,66,Lynhurst Drive / Princeton Lakes,3,819FF7,0.22209710743546
1484,109601,,7688,6650450,,,,816,North Highland Avenue,3,819FF7,0.127968911694649
1485,109602,,7666,6633961,,,,856,Baker Hills / Wilson Mill Meadows,3,819FF7,0.0160497218551684
1486,109603,,7670,6657200,,,,867,Peyton Forest / Dixie Hills,3,819FF7,0.112769339648676
1487,109604,,7641,6648442,,,,9,Boulevard / Tilson Road,3,819FF7,0.17814659864653
1488,109605,,7650,6664597,,,,26,Marietta Street / Perry Boulevard,3,819FF7,0.156734576829756
1489,109606,,7683,6665295,,,,86,Fairington Road,3,819FF7,0.2424438063382
1490,109607,,7701,6689722,,,,120,East Ponce De Leon Avenue,3,819FF7,0.144221398743383
1491,109608,,7715,6643297,,,,162,Myrtle Drive / Alison Court,3,819FF7,0.0569484949444288
1492,109609,,7719,6661150,,,,178,Empire Blvd / Southside Ind Park,3,819FF7,0.0993240369819414
1493,109610,,7638,6688070,,,,5,Piedmont Road / Sandy Springs,3,819FF7,0.150583941683386
1494,109611,,7639,6689332,,,,6,Clifton Road / Emory,3,819FF7,0.141082475929552
1495,109612,,7642,6655898,,,,12,Howell Mill Road / Cumberland,3,819FF7,0.137639500106456
1496,109613,,7685,6677779,,,,89,Old National Highway / Union City,3,819FF7,0.212721170952508
1497,109614,,7695,6682091,,,,111,Snapfinger Woods,3,819FF7,0.207689452229409
1498,109615,,7719,6650084,,,,178,Empire Blvd / Southside Ind Park,3,819FF7,0.0344344173124699
1499,109616,,7731,6650389,,,,196,Upper Riverdale / Southlake,3,819FF7,0.255626286708933
1500,109617,,7732,6684700,,,,201,Six Flags Over Georgia,3,819FF7,0.11298287682942
1501,109618,,7644,6692699,,,,15,Candler Road,3,819FF7,0.136986232883226
1502,109619,,7647,6638379,,,,21,Memorial Drive,3,819FF7,0.163279709405949
1503,109620,,7697,6676881,,,,115,Covington Highway,3,819FF7,0.170212509778072
1504,109621,,7714,6682693,,,,155,Pittsburgh,3,819FF7,0.104142607485186
1505,109622,,7719,6693456,,,,178,Empire Blvd / Southside Ind Park,3,819FF7,0.126005152808842
1506,109623,,7723,6659445,,,,185,Alpharetta / Old Milton Parkway,3,819FF7,0.247559857446405
1507,109624,,7729,6643601,,,,194,Conley Road / Mt Zion,3,819FF7,0.350500159355893
1508,109625,,7652,6688040,,,,30,LaVista Road,3,819FF7,0.159529013005616
1509,109626,,7696,6688534,,,,114,Columbia Drive,3,819FF7,0.131238823422769
1510,109627,,7732,6670931,,,,201,Six Flags Over Georgia,3,819FF7,0.11298287682942
1511,109628,,7732,6638101,,,,201,Six Flags Over Georgia,3,819FF7,0.11298287682942
1512,109630,,7670,6677182,,,,867,Peyton Forest / Dixie Hills,3,819FF7,0.119978813728406
1513,109631,,7644,6641982,,,,15,Candler Road,3,819FF7,0.187898229601046
1514,109632,,7637,6661938,,,,4,Moreland Avenue,3,819FF7,0.0909797374002733
1515,109633,,7671,6639268,,,,68,Benjamin E Mays Drive,3,819FF7,0.0618312123430116
1516,109634,,7702,6676925,,,,121,Memorial Drive / N Hairston Road,3,819FF7,0.0693150717035358
1517,109635,,7736,6656895,,,,823,Belvedere/Decatur,3,819FF7,0.079709169709524
1518,109636,,11841,6638338,,,,850,Carroll Heights / Fairburn Heights,3,819FF7,0.112307230249476
1519,109637,,7639,6638178,,,,6,Clifton Road / Emory,3,819FF7,0.132917962554422
1520,109638,,7646,6660065,,,,19,Clairmont Road,3,819FF7,0.142195433782912
1521,109639,,7650,6637661,,,,26,Marietta Street / Perry Boulevard,3,819FF7,0.157222698325685
1522,109640,,7658,6660364,,,,39,Buford Highway,3,819FF7,0.135532530731025
1523,109641,,7671,6675388,,,,68,Benjamin E Mays Drive,3,819FF7,0.0642121698172227
1524,109642,,7716,6665958,,,,165,Fairburn Road,3,819FF7,0.0938651039744072
1525,109643,,7642,6692405,,,,12,Howell Mill Road / Cumberland,3,819FF7,0.168738249231866
1526,109644,,7659,6633240,,,,42,Pryor Road,3,819FF7,0.149258743387265
1527,109645,,7667,6660647,,,,58,West Lake Avenue / Hollywood Road,3,819FF7,0.145863748557176
1528,109646,,7671,6680904,,,,68,Benjamin E Mays Drive,3,819FF7,0.178686068636376
1529,109647,,7676,6689189,,,,78,Cleveland Ave,3,819FF7,0.0847061025303915
1530,109648,,7682,6632504,,,,85,Roswell / Mansell Road,3,819FF7,0.163116919732853
1531,109649,,7684,6637890,,,,87,Roswell Road / Morgan Falls,3,819FF7,0.192445478887825
1532,109650,,7694,6649473,,,,110,Church Street / North DeKalb Mall,3,819FF7,0.111286845345195
1533,109651,,7728,6633845,,,,193,Morrow / Jonesboro,3,819FF7,0.341706788350992
1534,109652,,7732,6638102,,,,201,Six Flags Over Georgia,3,819FF7,0.11298287682942
1535,109653,,7732,6674941,,,,201,Six Flags Over Georgia,3,819FF7,0.100212061526511
1536,109656,,7679,6676273,,,,82,Camp Creek / South Fulton Parkway,3,819FF7,0.259981065618887
1537,109657,,7695,6671011,,,,111,Snapfinger Woods,3,819FF7,0.310985697889513
1538,109658,,7704,6649786,,,,124,Pleasantdale Road,3,819FF7,0.128654568815427
1539,109659,,7706,6673521,,,,126,Chamblee-Tucker Road,3,819FF7,0.146988710308209
1540,109660,,7719,6643562,,,,178,Empire Blvd / Southside Ind Park,3,819FF7,0.0557686310976397
1541,109661,,7722,6632678,,,,183,Barge Road P&R / Lakewood,3,819FF7,0.109554375784164
1542,109662,,7728,6688942,,,,193,Morrow / Jonesboro,3,819FF7,0.313981517966913
1543,109663,,7634,6651068,,,,1,Marietta Blvd/Joseph E Lowery Blvd,3,819FF7,0.10652951082497
1544,109664,,7635,6688371,,,,2,Ponce de Leon Avenue / Druid Hills,3,819FF7,0.084393835009306
1545,109665,,7638,6668324,,,,5,Piedmont Road / Sandy Springs,3,819FF7,0.154165469528332
1546,109666,,7663,6664917,,,,51,Joseph E Boone Boulevard,3,819FF7,0.1100904657868
1547,109667,,7685,6651079,,,,89,Old National Highway / Union City,3,819FF7,0.205409737166512
1548,109668,,7702,6632600,,,,121,Memorial Drive / N Hairston Road,3,819FF7,0.160097182926678
1549,109669,,7705,6677483,,,,125,Clarkston / Northlake,3,819FF7,0.119969121321797
1550,109670,,7706,6639698,,,,126,Chamblee-Tucker Road,3,819FF7,0.133963316264742
1551,109671,,7727,6684586,,,,192,Old Dixie / Tara Boulevard,3,819FF7,0.247134075385445
1552,56371,,8746,2454996,,,,GOLD,GOLD-Northeast Doraville Line,1,FFBF00,0.345425392338245
1553,56381,,8746,2455055,,,,GOLD,GOLD-Northeast Doraville Line,1,FFBF00,0.345425718263584
1554,56388,,8747,2454921,,,,RED,RED-North South North Springs Line,1,FF0000,0.149305550716057
1555,56390,,8747,2454875,,,,RED,RED-North South North Springs Line,1,FF0000,0.367471900393108
1556,56398,,8747,2454979,,,,RED,RED-North South North Springs Line,1,FF0000,0.151502824966289
1557,56400,,8747,2454934,,,,RED,RED-North South North Springs Line,1,FF0000,0.3677469003931
1558,56406,,8748,2474070,,,,GREEN,GREEN-Proctor Creek Line,1,04B404,0.109809609363133
1559,56410,,8748,2455296,,,,GREEN,GREEN-Proctor Creek Line,1,04B404,0.0654915989592923
1560,56415,,8748,2455285,,,,GREEN,GREEN-Proctor Creek Line,1,04B404,0.0353473435792794
1561,56421,,8748,2474168,,,,GREEN,GREEN-Proctor Creek Line,1,04B404,0.109637247694776
1562,56422,,8748,2474166,,,,GREEN,GREEN-Proctor Creek Line,1,04B404,0.107270011040905
1563,56426,,8748,2455357,,,,GREEN,GREEN-Proctor Creek Line,1,04B404,0.065574250264285
1564,56432,,8748,2455345,,,,GREEN,GREEN-Proctor Creek Line,1,04B404,0.0353473435792797
1565,56688,,8766,2475970,,,,BLUE,BLUE-East/West Line,1,0101DF,0.254861592717215
1566,56690,,8766,2475969,,,,BLUE,BLUE-East/West Line,1,0101DF,0.256944053126217
1567,56691,,8766,2475710,,,,BLUE,BLUE-East/West Line,1,0101DF,0.0567728783702966
1568,56692,,8766,2475973,,,,BLUE,BLUE-East/West Line,1,0101DF,0.177076920163794
1569,56699,,8766,2476032,,,,BLUE,BLUE-East/West Line,1,0101DF,0.255518936819902
1570,56702,,8766,2476031,,,,BLUE,BLUE-East/West Line,1,0101DF,0.177291555725171
1571,56703,,8766,2476037,,,,BLUE,BLUE-East/West Line,1,0101DF,0.0809905684199855
